,ID,Rejected,Gender,Car,Realty,Work Phone,Phone,Email,# of Children,Annual Income,Age,Years Employed,Family Size,Income Category,Occupation,Education,Marital Status,Residency
3480,5009108,0,1,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
3481,5009109,0,1,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
3482,5009110,0,0,0,1,0,0,1,0.0,low,lowest,lowest,2.0,Commercial associate,High Tech,Higher education,Married,House / apartment
3505,5009141,0,0,0,0,1,1,0,0.0,low,lowest,lowest,2.0,Working,High Tech,Secondary / secondary special,Civil marriage,House / apartment
3506,5009142,0,0,0,0,1,1,0,0.0,low,lowest,lowest,2.0,Working,High Tech,Secondary / secondary special,Civil marriage,House / apartment
3509,5009145,0,1,1,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3510,5009146,0,1,1,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3511,5009147,0,1,1,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3512,5009149,0,1,1,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3513,5009150,0,1,1,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3514,5009151,0,0,0,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3515,5009152,0,0,0,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3516,5009153,0,0,0,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3517,5009154,0,0,0,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3518,5009155,0,0,0,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3519,5009156,0,0,0,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3520,5009157,0,0,0,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3521,5009158,0,0,0,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3522,5009159,0,0,0,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3523,5009160,0,0,0,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3524,5009161,0,0,0,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3525,5009162,0,0,0,0,0,0,0,0.0,medium,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3526,5009163,0,0,0,0,0,1,0,0.0,medium,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3527,5009164,0,0,0,0,0,1,0,0.0,medium,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3528,5009165,0,0,0,0,0,1,0,0.0,medium,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3529,5009166,0,0,0,0,0,1,0,0.0,medium,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3530,5009168,0,0,0,0,0,1,0,0.0,medium,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
3532,5009177,0,1,1,0,0,0,0,0.0,high,high,lowest,2.0,Working,Labor,Incomplete higher,Married,Co-op apartment
3533,5009178,0,1,1,0,0,0,0,0.0,high,high,lowest,2.0,Working,Labor,Incomplete higher,Married,Co-op apartment
3534,5009179,0,1,1,0,0,0,0,0.0,high,high,lowest,2.0,Working,Labor,Incomplete higher,Married,Co-op apartment
3535,5009180,0,1,1,0,0,0,0,0.0,high,high,lowest,2.0,Working,Labor,Incomplete higher,Married,Co-op apartment
3536,5009181,0,1,1,0,0,0,0,0.0,high,high,lowest,2.0,Working,Labor,Incomplete higher,Married,Co-op apartment
3537,5009182,0,1,1,0,0,0,0,0.0,high,high,lowest,2.0,Working,Labor,Incomplete higher,Married,Co-op apartment
3538,5009183,0,1,1,0,0,0,0,0.0,high,high,lowest,2.0,Working,Labor,Incomplete higher,Married,Co-op apartment
3539,5009186,0,0,0,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3540,5009187,0,0,0,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3541,5009188,0,0,0,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3542,5009189,0,0,0,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3543,5009190,0,0,0,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3544,5009191,0,0,0,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3545,5009192,0,0,0,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3546,5009193,0,0,0,0,1,1,0,0.0,high,medium,low,2.0,Working,High Tech,Higher education,Married,House / apartment
3547,5009195,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3548,5009196,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3549,5009198,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3550,5009201,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3551,5009202,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3552,5009203,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3553,5009204,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3554,5009205,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3555,5009206,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3556,5009207,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3557,5009208,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3558,5009209,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3559,5009210,0,0,0,0,1,1,0,0.0,high,high,medium,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
3560,5009213,0,0,0,0,1,1,0,0.0,high,low,lowest,2.0,Working,Office,Higher education,Married,House / apartment
3561,5009215,0,0,0,0,1,1,0,0.0,high,low,lowest,2.0,Working,Office,Higher education,Married,House / apartment
3562,5009216,0,0,0,0,1,1,0,0.0,high,low,lowest,2.0,Working,Office,Higher education,Married,House / apartment
3563,5009217,0,0,0,0,1,1,0,0.0,high,low,lowest,2.0,Working,Office,Higher education,Married,House / apartment
3564,5009220,0,0,1,0,1,0,0,0.0,high,medium,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3565,5009222,0,0,1,0,1,0,0,0.0,high,medium,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3566,5009223,0,0,1,0,1,0,0,0.0,high,medium,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3567,5009224,0,0,1,0,1,0,0,0.0,high,medium,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3568,5009225,0,0,1,0,1,0,0,0.0,high,medium,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3569,5009226,0,0,1,0,1,0,0,0.0,high,medium,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3570,5009227,0,0,1,0,1,0,0,0.0,high,medium,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3571,5009232,0,0,1,0,1,0,0,0.0,high,medium,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3572,5009233,0,0,1,0,1,0,0,0.0,high,medium,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3573,5009234,0,0,1,0,1,0,0,0.0,high,medium,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3574,5009236,0,0,1,0,1,0,0,0.0,high,medium,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3575,5009238,0,1,1,0,0,1,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Incomplete higher,Married,With parents
3576,5009239,0,1,1,0,0,1,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Incomplete higher,Married,With parents
3577,5009240,0,1,1,0,0,1,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Incomplete higher,Married,With parents
3578,5009241,0,1,1,0,0,1,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Incomplete higher,Married,With parents
3579,5009242,0,0,0,0,0,1,0,0.0,low,high,low,1.0,Working,Office,Higher education,Separated,Municipal apartment
3580,5009243,0,0,0,0,0,1,0,0.0,low,high,low,1.0,Working,Office,Higher education,Separated,Municipal apartment
3581,5009244,0,0,0,0,0,1,0,0.0,low,high,low,1.0,Working,Office,Higher education,Separated,Municipal apartment
3585,5009249,0,1,1,0,1,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
3586,5009250,0,1,1,0,1,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
3587,5009251,0,1,1,0,1,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
3588,5009252,0,1,1,0,1,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
3589,5009253,0,1,1,0,1,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
3590,5009255,0,0,0,0,0,0,0,0.0,medium,medium,medium,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
3591,5009257,0,0,0,0,0,0,0,0.0,medium,medium,medium,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
3592,5009258,0,0,0,0,0,0,0,0.0,medium,medium,medium,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
3593,5009260,0,0,0,0,0,1,0,0.0,medium,medium,lowest,2.0,State servant,Office,Higher education,Married,With parents
3594,5009261,0,0,0,0,0,1,0,0.0,medium,medium,lowest,2.0,State servant,Office,Higher education,Married,With parents
3595,5009262,0,0,0,0,0,1,0,0.0,medium,medium,lowest,2.0,State servant,Office,Higher education,Married,With parents
3596,5009263,0,0,0,0,0,1,0,0.0,medium,medium,lowest,2.0,State servant,Office,Higher education,Married,With parents
3598,5009265,0,1,1,0,1,1,0,0.0,high,lowest,lowest,2.0,State servant,High Tech,Higher education,Married,With parents
3599,5009266,0,1,1,0,1,1,0,0.0,high,lowest,lowest,2.0,State servant,High Tech,Higher education,Married,With parents
3600,5009267,0,1,1,0,1,1,0,0.0,high,lowest,lowest,2.0,State servant,High Tech,Higher education,Married,With parents
3601,5009268,0,1,1,0,1,1,0,0.0,high,lowest,lowest,2.0,State servant,High Tech,Higher education,Married,With parents
3602,5009269,0,1,1,0,1,1,0,0.0,high,lowest,lowest,2.0,State servant,High Tech,Higher education,Married,With parents
3603,5009270,0,1,0,0,0,1,0,0.0,medium,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
3604,5009271,0,1,0,0,0,1,0,0.0,medium,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
3605,5009272,0,1,0,0,0,1,0,0.0,medium,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
3606,5009274,0,1,0,0,0,1,0,0.0,medium,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
3607,5009275,0,1,0,0,0,1,0,0.0,medium,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
3608,5009276,0,1,0,0,0,1,0,0.0,medium,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
3609,5009277,0,1,0,0,0,1,0,0.0,medium,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,Municipal apartment
3610,5009278,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3611,5009279,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3612,5009280,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3613,5009281,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3614,5009284,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3615,5009285,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3616,5009286,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3617,5009287,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3618,5009289,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3619,5009290,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3620,5009291,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3621,5009292,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3622,5009293,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3623,5009294,0,0,0,0,0,1,0,0.0,low,medium,low,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
3626,5009297,0,0,0,0,0,1,0,0.0,medium,medium,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,Municipal apartment
3627,5009299,0,0,0,0,0,1,0,0.0,medium,medium,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,Municipal apartment
3628,5009300,0,0,0,0,0,1,0,0.0,medium,medium,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,Municipal apartment
3629,5009301,0,0,0,0,0,1,0,0.0,medium,medium,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,Municipal apartment
3648,5009325,0,1,1,0,0,1,0,0.0,high,high,low,2.0,Working,Labor,Higher education,Married,House / apartment
3649,5009327,0,1,1,0,0,1,0,0.0,high,high,low,2.0,Working,Labor,Higher education,Married,House / apartment
3650,5009328,0,1,1,0,0,1,0,0.0,high,high,low,2.0,Working,Labor,Higher education,Married,House / apartment
3651,5009329,0,1,1,0,0,1,0,0.0,high,high,low,2.0,Working,Labor,Higher education,Married,House / apartment
3652,5009330,0,1,1,0,0,1,0,0.0,high,high,low,2.0,Working,Labor,Higher education,Married,House / apartment
3653,5009331,0,1,1,0,0,1,0,0.0,high,high,low,2.0,Working,Labor,Higher education,Married,House / apartment
3654,5009332,0,1,1,0,0,1,0,0.0,high,high,low,2.0,Working,Labor,Higher education,Married,House / apartment
3655,5009333,0,1,1,0,0,1,0,0.0,high,high,low,2.0,Working,Labor,Higher education,Married,House / apartment
3656,5009335,0,0,0,0,0,0,0,0.0,medium,medium,medium,1.0,Working,High Tech,Higher education,Separated,House / apartment
3657,5009336,0,0,0,0,0,0,0,0.0,medium,medium,medium,1.0,Working,High Tech,Higher education,Separated,House / apartment
3658,5009337,0,0,0,0,0,0,0,0.0,medium,medium,medium,1.0,Working,High Tech,Higher education,Separated,House / apartment
3659,5009338,0,1,0,0,1,1,0,0.0,low,high,low,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
3660,5009339,0,1,0,0,1,1,0,0.0,low,high,low,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
3661,5009340,0,1,1,0,0,0,0,0.0,high,lowest,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3662,5009341,0,1,1,0,0,0,0,0.0,high,lowest,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3663,5009342,0,1,1,0,0,0,0,0.0,high,lowest,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3664,5009343,0,1,1,0,0,0,0,0.0,high,lowest,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3665,5009344,0,1,1,0,0,0,0,0.0,high,lowest,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3666,5009345,0,1,1,0,0,0,0,0.0,high,lowest,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3667,5009346,0,1,1,0,0,0,0,0.0,high,lowest,lowest,2.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
3668,5009349,0,1,0,0,0,1,0,0.0,medium,high,lowest,2.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
3669,5009354,0,1,0,0,0,1,0,0.0,medium,high,lowest,2.0,Commercial associate,Labor,Lower secondary,Married,House / apartment
3670,5009355,0,0,0,0,1,1,0,0.0,low,high,low,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
